122,밥류,생선초밥(광어)(경기도),300,462,80.18,25.63,4.43,15.33,803.77,48.72,1.48,0.07,2010
123,밥류,생선초밥(광어)(경상도),300,435,75.85,26.56,2.71,4.88,862.6,45.99,1.22,0.01,2010
124,밥류,생선초밥(광어)(서울),300,444,67.79,35.09,3.73,5.59,831.29,48.5,1.06,0.01,2010
125,밥류,생선초밥(광어)(전라도),300,465,72.85,27.63,6.99,7.88,673.05,44,0.74,0.02,2010
126,밥류,생선초밥(광어)(충청도),300,450,78.98,27.55,2.62,7.2,931.73,44.45,0.93,0.01,2010
127,밥류,생선초밥(모듬),300,461.97,76.43,25.42,6.06,8.65,968.94,70.88,1.51,0.04,2010
128,밥류,생선초밥(모듬)(강원도),300,426,68.96,27.71,4.26,4.18,927.01,71.18,1.08,0.02,2010
129,밥류,생선초밥(모듬)(경기도),300,453,81.68,22.97,3.79,16.04,1052.24,79.53,1.82,0.11,2010
130,밥류,생선초밥(모듬)(경상도),300,465,78.35,22.31,7.04,7.48,891.16,61.2,1.41,0.01,2010
131,밥류,생선초밥(모듬)(서울),300,474,72.76,28.06,8,7.03,961.15,68.39,1.62,0.06,2010
132,밥류,생선초밥(모듬)(전라도),300,474,79.7,27.27,5.06,7.97,844.91,50.12,1.58,0.02,2010
133,밥류,생선초밥(모듬)(충청도),300,480,77.13,24.21,8.22,9.19,1137.18,94.84,1.57,0.02,2010
134,밥류,소고기국밥(밥포함),700,330.53,42.62,21.82,8.09,2.76,1786.3,41.85,2.27,0.15,2016
135,밥류,소고기김밥,250,400.61,62.52,15.98,9.62,0.84,1061.19,93.08,2.53,0.11,2010
136,밥류,소고기김밥(강원도),250,402.5,60.93,15.61,10.57,0,1067.88,76.13,2.33,0.1,2010
137,밥류,소고기김밥(경기도),250,395,62.29,15.26,9.45,1.33,1014.23,94.69,2.6,0.13,2010
138,밥류,소고기김밥(경상도),250,370,63.03,16.02,5.85,0.35,1100.37,75.37,2.26,0.06,2010
139,밥류,소고기김밥(서울),250,395,65.45,15.12,8,1.93,1059.82,110.86,2.01,0.15,2010
140,밥류,소고기김밥(전라도),250,432.5,63.76,16.47,12.43,0.49,1055.03,96.21,3.42,0.19,2010
141,밥류,소고기김밥(충청도),250,410,59.63,17.39,11.44,0.92,1069.8,105.24,2.55,0.04,2010
142,밥류,소머리국밥,800,631.99,17.53,75.98,28.66,0,823.26,241.92,9.67,0.6,2010
143,밥류,소머리국밥(강원도),800,616,3.62,86.18,28.35,0,578.1,276.39,10.38,0.58,2010
144,밥류,소머리국밥(경기광주),1100,903.95,74.87,83.19,30.18,0,675.36,297.42,9.44,0.74,2016
145,밥류,소머리국밥(경기도),800,792,15.53,96.42,37.97,0,564.89,350.7,17.1,1.26,2010
146,밥류,소머리국밥(경상도),800,784,30.76,86.93,34.96,0,1091.48,291.5,10.96,0.49,2010
147,밥류,소머리국밥(서울),800,552,17.24,54.48,29.61,0,799.6,169.73,7.82,0.7,2010
148,밥류,소머리국밥(전라도),800,600,23.16,76.11,22.63,0,1175.8,197.75,5.66,0.32,2010
149,밥류,소머리국밥(충청도),800,448,14.87,55.81,18.42,0,729.71,165.43,6.11,0.27,2010
150,밥류,송이덮밥,600,581.81,95.6,18.22,14.06,2.27,1678.01,48.2,2.79,0.1,2011
151,밥류,송이덮밥(강원도),600,528,114.44,16.33,0.32,0.32,1485.92,6.13,2.74,0.05,2011
152,밥류,송이덮밥(경기도),600,570,101.41,18.48,10.19,3.01,1568.84,51.76,1.99,0.07,2011
153,밥류,송이덮밥(경상도),600,606,88.75,21.23,18.74,4.5,1833.19,63.55,3.06,0.1,2011
154,밥류,송이덮밥(서울),600,594,89.45,17.03,18.76,1.22,1542.64,56.92,2.87,0.13,2011
155,밥류,송이덮밥(전라도),600,552,81.89,15.37,18.07,1.87,1712.76,30.4,3.24,0.12,2011
156,밥류,송이덮밥(충청도),600,636,97.65,20.84,18.27,2.69,1924.69,80.42,2.83,0.11,2011
157,밥류,쇠고기 말이 쌈밥,150,203.71,27.5,11.23,6.09,0,353.57,0,0,0,2008
158,밥류,숯불갈비 삼각김밥,100,172.4,31.95,3.94,3.2,0.02,282.1,4.41,0.6,0.01,2010
159,밥류,숯불갈비 삼각김밥(강원도),100,162,31.24,4.36,2.22,0,324.4,3.67,0.61,0.04,2010
160,밥류,숯불갈비 삼각김밥(경기도),100,160,32.22,3.61,1.83,0.17,370.31,4.82,0.54,0,2010
161,밥류,숯불갈비 삼각김밥(경상도),100,158,33.54,4,0.92,0.25,429.61,2.83,0.43,0.01,2010
162,밥류,숯불갈비 삼각김밥(서울),100,162,32.39,4.16,1.76,0.19,342.88,3.08,0.5,0.02,2010
163,밥류,숯불갈비 삼각김밥(전라도),100,165,32.85,4.01,2,0.17,290.68,5.12,0.61,0.04,2010
164,밥류,숯불갈비 삼각김밥(충청도),100,159,33.04,3.85,1.31,0.21,392.3,4.7,0.51,0.04,2010
165,밥류,쌀밥,200,272,66.4,6,0.2,0,6,0,0,0,2008
166,밥류,쌈밥,316,314.55,57.51,13.21,3.63,0,556.92,0,0,0,2008
167,밥류,알밥,400,618.5,116.78,14.59,10.34,0.92,1339.31,84.39,2.49,0.1,2010
168,밥류,알밥(강원도),400,556,105.94,14.36,8.23,2.55,1316.98,93.22,1.61,0.09,2010
169,밥류,알밥(경기도),400,660,116.46,10.87,16.88,0.46,1451.94,81.62,2.66,0.17,2010
170,밥류,알밥(경상도),400,652,123.42,15.98,10.65,0.15,1474.14,86.67,3.34,0.02,2010
171,밥류,알밥(서울),400,636,124.11,14.91,8.8,0,1383.19,83.7,2.14,0.1,2010
172,밥류,알밥(전라도),400,620,115.51,17.46,9.59,1.91,1113.32,82.55,2.72,0.2,2010
173,밥류,알밥(충청도),400,588,115.22,13.96,7.87,0.45,1296.27,78.56,2.48,0.04,2010
174,밥류,약초비빔밥(산청),400,511.8,80.16,11.9,15.95,2.89,971.61,0,2.35,0.08,2016
175,밥류,연어롤,300,510.19,74.32,18.57,15.41,8.47,1211.9,61.97,2.83,0.1,2012
176,밥류,연어롤(강원도),300,534,73.26,19.47,18.17,2.62,1213.64,65.87,3.55,0.15,2012
177,밥류,연어롤(경기도),300,495,70.83,18.41,15.25,8.39,1241.59,73.99,2.04,0.04,2012
178,밥류,연어롤(경상도),300,462,80.5,18.18,7.45,11.77,1198.77,41.62,1.62,0.05,2012
179,밥류,연어롤(서울),300,543,65.78,21.45,21.59,3.59,1103.99,89.82,3.8,0.16,2012
180,밥류,연어롤(전라도),300,492,82.8,16.96,10.49,14.76,1322.46,47.38,2.43,0.1,2012
181,밥류,연어롤(충청도),300,534,72.74,16.96,19.47,9.69,1190.97,53.16,3.53,0.11,2012
182,밥류,연어초밥,250,447.32,71.04,18.88,9.74,12.88,1064.39,32.05,1.84,0.06,2012
183,밥류,연어초밥(강원도),250,427.5,71.18,17.84,7.94,5.5,998.39,29.66,1.55,0.05,2012
184,밥류,연어초밥(경기도),250,432.5,70.62,18.65,8.36,16.27,1125.49,30.77,1.57,0.04,2012
185,밥류,연어초밥(경상도),250,447.5,72.42,17.69,9.72,16.18,1064.04,30.67,1.76,0.05,2012
186,밥류,연어초밥(서울),250,487.5,54.47,23.6,19.5,8.34,931.77,44.36,3.2,0.12,2012
187,밥류,연어초밥(전라도),250,442.5,82.91,17.59,4.6,19.01,1141.03,26.22,1.35,0.04,2012
188,밥류,연어초밥(충청도),250,445,74.61,17.92,8.31,11.99,1125.6,30.61,1.59,0.04,2012
189,밥류,영양밥,174,321.41,63.61,6.3,5.06,0,101.7,0,0,0,2008
190,밥류,오곡밥,250,390,82.25,12,1.25,0.25,113.9,0,0.5,0,2013
191,밥류,오므라이스,450,729.97,112.45,21.52,21.56,10.35,1483.37,206.32,5.8,0.08,2009
192,밥류,오므라이스(강원도),450,796.5,108.45,17.43,32.49,13.97,1582.04,186.99,8.95,0.04,2009
193,밥류,오므라이스(경기도),450,724.5,120.2,20.78,18.03,8.53,1277.66,247.6,5.93,0.11,2009
194,밥류,오므라이스(경상도),450,670.5,117.68,20,13.55,18.33,1405.7,178.94,3.47,0.04,2009
195,밥류,오므라이스(서울),450,733.5,114.3,21.97,20.87,7.69,1374.62,284.18,4.48,0.06,2009
196,밥류,오므라이스(전라도),450,661.5,101.99,27.19,15.98,5.53,1669.74,190.52,5.61,0.08,2009
197,밥류,오므라이스(충청도),450,792,112.1,21.75,28.46,8.02,1590.44,149.71,6.39,0.12,2009
198,밥류,오징어 덮밥,500,679.9,107.31,31.5,13.85,5.71,1622.91,280.59,2.31,0.09,2010
199,밥류,오징어 덮밥(강원도),500,730,128.82,28.31,11.35,8.78,1611.65,183.24,2.1,0.1,2010
200,밥류,오징어 덮밥(경기도),500,665,91.12,33.38,18.47,4.2,1779.83,342.74,2.75,0.2,2010
201,밥류,오징어 덮밥(경상도),500,615,108.25,29.9,6.84,9.86,1616.06,400.49,2.13,0,2010
202,밥류,오징어 덮밥(서울),500,695,102.49,32.67,16.92,5.97,1512.12,192.04,2.36,0.09,2010
203,밥류,오징어 덮밥(전라도),500,720,95.48,33.03,22.74,3.03,1737.25,272.15,2.71,0.09,2010
204,밥류,오징어 덮밥(충청도),500,660,117.7,31.73,6.78,2.4,1480.55,292.88,1.79,0.05,2010
205,밥류,유부초밥,250,446.33,82.31,12.45,7.47,10.67,1046.17,2.47,1.53,0.04,2009
206,밥류,유부초밥(강원도),250,470,76.53,10.18,13.71,5.91,974.89,6.06,3.3,0.08,2009
207,밥류,유부초밥(경기도),250,445,80.75,12.24,8.1,9.93,889.41,0.08,1.31,0.04,2009
208,밥류,유부초밥(경상도),250,430,82.72,12.15,5.61,9.89,953.1,1.79,1.01,0.03,2009
209,밥류,유부초밥(서울),250,460,81.23,15.19,8.25,13.9,1128.98,0.15,0.93,0.01,2009
210,밥류,유부초밥(전라도),250,437.5,89.77,12.91,2.99,13.49,1137.94,0.6,1.2,0.05,2009
211,밥류,유부초밥(충청도),250,435,82.83,12.05,6.2,7.24,1192.68,6.15,1.43,0.05,2009
212,밥류,육회비빔밥,450,679.7,96.18,29.18,19.8,12.03,935.91,115.98,4.2,0.19,2012
213,밥류,육회비빔밥(강원도),450,666,88.65,29.37,21.77,15.73,1004.63,66.96,4.32,0.22,2012
214,밥류,육회비빔밥(경기도),450,702,104.86,26.68,19.52,10.28,790.24,118.78,3.79,0.16,2012
215,밥류,육회비빔밥(경상도),450,639,86.44,29.82,19.22,12.49,996.23,102.34,4.1,0.17,2012
216,밥류,육회비빔밥(서울),450,661.5,99.59,28.82,16.27,9.09,1023.89,98.62,3.54,0.2,2012
217,밥류,육회비빔밥(전라도),450,697.5,99.39,31.45,19.48,10.41,1026.97,198.03,4.15,0.21,2012
218,밥류,육회비빔밥(충청도),450,711,98.18,28.98,22.55,14.19,773.53,111.18,5.31,0.18,2012
219,밥류,자장밥,500,741.66,120.06,15.23,22.27,5.37,1560.38,26.43,8.56,0.17,2009
220,밥류,자장밥(강원도),500,710,135.8,15.47,11.48,5.88,1522.64,17.82,10.44,0.24,2009
221,밥류,자장밥(경기도),500,725,135.12,11.85,15.43,8.1,1342.04,18.59,3,0.05,2009
222,밥류,자장밥(경상도),500,740,114.24,14.38,25.32,2.81,1633.81,16.14,10.72,0.22,2009
223,밥류,자장밥(서울),500,770,107.8,23.15,27.33,5.57,1423.39,35.78,4.73,0.12,2009
224,밥류,자장밥(전라도),500,760,109.89,16.77,28.25,4.43,1512.54,17.9,13.56,0.31,2009
225,밥류,자장밥(충청도),500,740,117.49,9.8,25.85,5.42,1927.88,52.38,8.9,0.05,2009
226,밥류,잡채밥,650,884.66,159.47,19.49,18.76,2.76,1908.24,22.21,9.67,0.29,2009
227,밥류,잡채밥(강원도),650,962,173.39,18.33,21.59,2.1,1691.52,18.67,13.01,0.39,2009
228,밥류,잡채밥(경기도),650,858,151.11,17.31,20.14,3.97,2039.96,37.8,16.83,0.38,2009
229,밥류,잡채밥(경상도),650,825.5,163.65,17.18,11.23,2.13,1748.26,12.75,9.4,0.21,2009
230,밥류,잡채밥(서울),650,858,160.57,19.55,15.07,1.2,1774.4,15.42,3.09,0.21,2009
231,밥류,잡채밥(전라도),650,923,153.43,23.78,23.84,2.69,2135.02,20.63,7.96,0.48,2009
232,밥류,잡채밥(충청도),650,890.5,154.65,20.79,20.68,4.47,2060.27,27.99,7.73,0.06,2009
233,밥류,잡탕밥,750,777.44,104.94,44.12,20.14,0.48,2109.52,329.86,4.07,0.12,2010
234,밥류,잡탕밥(강원도),750,795,95.69,45.53,25.17,0.98,1607.14,314.89,4.69,0.12,2010
235,밥류,잡탕밥(경기도),750,787.5,116.62,38.39,18.2,0.52,2027.01,285.87,3.19,0.13,2010
236,밥류,잡탕밥(경상도),750,727.5,108.31,44.77,12.85,0,2301.46,272.6,4.39,0.04,2010
237,밥류,잡탕밥(서울),750,817.5,82.67,44.8,34.28,0.65,2435.88,430.82,4.58,0.22,2010
238,밥류,잡탕밥(전라도),750,772.5,106.93,44.86,18.14,0.74,2010.02,394.21,4.81,0.16,2010
239,밥류,잡탕밥(충청도),750,772.5,119.41,46.37,12.19,0,2275.6,280.73,2.75,0.07,2010
240,밥류,장어덮밥,400,716.54,97.35,30.09,22.98,5.59,920.76,234.56,5.18,0.23,2012
241,밥류,장어덮밥(강원도),400,800,96.06,34.7,30.97,2.45,938.57,309.21,8.68,0.43,2012
242,밥류,장어덮밥(경기도),400,712,102.71,30.85,19.65,1.49,970.59,232.19,3.8,0.15,2012
243,밥류,장어덮밥(경상도),400,740,106.77,28.16,22.26,4.67,726.77,160.84,4.34,0.2,2012
244,밥류,장어덮밥(서울),400,696,101.66,27.43,20,4.91,1321.95,284.68,4.6,0.12,2012
245,밥류,장어덮밥(전라도),400,688,87.97,29.23,24.46,7.16,867.3,168.77,5.25,0.3,2012
246,밥류,장어덮밥(충청도),400,660,88.93,30.14,20.51,12.83,699.41,251.64,4.39,0.2,2012
247,밥류,장어초밥,250,486.26,80.68,16.52,10.83,13.68,1270.91,102.77,2.91,0.1,2012
248,밥류,장어초밥(강원도),250,482.5,80.04,18.98,9.6,14.36,1197.97,115.63,2.91,0.11,2012
